time,total_demand,heating_demand,cooling_demand,humidity,radiation_global_horizontal,temperature,wind_speed_2m,bait
2024-03-10 07:15:00,2.1554389120722757,2.1554389120722757,0.0,85,71,3.2,9.8,7.477957294527099
2024-03-10 07:30:00,2.155502694982467,2.155502694982467,0.0,84,89,3.5,9.5,7.47776429677531
2024-03-10 07:45:00,2.155519224631871,2.155519224631871,0.0,83,112,3.8,9.1,7.477714280475281
2024-03-10 08:00:00,2.162808065661855,2.162808065661855,0.0,82,143,4.1,9.1,7.4778125111357685
2024-03-10 08:15:00,2.162724585683328,2.162724585683328,0.0,80,181,4.4,9.4,7.4780642542655285
2024-03-10 08:30:00,2.1625884536931688,2.1625884536931688,0.0,78,218,4.8,9.9,7.478474775373318
2024-03-10 08:45:00,2.1623979236077466,2.1623979236077466,0.0,77,251,5.3,10.5,7.479049339967894
2024-03-10 09:00:00,2.1187391068320904,2.1187391068320904,0.0,75,276,5.8,11.0,7.479793213558011
2024-03-10 09:15:00,2.1184406574179877,2.1184406574179877,0.0,74,297,6.1,11.5,7.48071166165243
2024-03-10 09:30:00,2.1180837690492464,2.1180837690492464,0.0,73,319,6.4,11.7,7.481809949759903
2024-03-10 09:45:00,2.117666730700481,2.117666730700481,0.0,73,350,6.7,12.2,7.483093343389188
2024-03-10 10:00:00,2.0403191756355787,2.0403191756355787,0.0,72,390,7.1,12.4,7.484567108049044
2024-03-10 10:15:00,2.039796399737952,2.039796399737952,0.0,71,433,7.4,12.4,7.486236509248223
2024-03-10 10:30:00,2.039210711013515,2.039210711013515,0.0,70,469,7.8,12.1,7.488106812495486
2024-03-10 10:45:00,2.038560460559015,2.038560460559015,0.0,69,485,8.2,11.8,7.4901832832995865
2024-03-10 11:00:00,1.963399219513892,1.963399219513892,0.0,68,482,8.6,11.8,7.492471187169284
2024-03-10 11:15:00,1.9626435510220153,1.9626435510220153,0.0,68,467,8.9,12.0,7.494975789613331
2024-03-10 11:30:00,1.9618209133133944,1.9618209133133944,0.0,67,451,9.1,12.0,7.497702356140488
2024-03-10 11:45:00,1.960929717721105,1.960929717721105,0.0,67,442,9.3,12.3,7.50065615225951
2024-03-10 12:00:00,1.8857547827332175,1.8857547827332175,0.0,67,437,9.5,12.5,7.503842443479153
2024-03-10 12:15:00,1.8847613001058876,1.8847613001058876,0.0,67,433,9.6,12.7,7.507264850112239
2024-03-10 12:30:00,1.8837001354612783,1.8837001354612783,0.0,67,426,9.7,12.7,7.510920411687853
2024-03-10 12:45:00,1.882572625767931,1.882572625767931,0.0,67,415,9.8,12.7,7.514804522539145
2024-03-10 13:00:00,1.8027199328567876,1.8027199328567876,0.0,67,399,9.8,13.0,7.518912576999263
2024-03-10 13:15:00,1.8015162650104224,1.8015162650104224,0.0,67,383,9.8,13.2,7.523239969401357
2024-03-10 13:30:00,1.8002528692006259,1.8002528692006259,0.0,68,363,9.8,13.3,7.527782094078576
2024-03-10 13:45:00,1.7989310264975167,1.7989310264975167,0.0,68,342,9.7,13.3,7.532534345364072
2024-03-10 14:00:00,1.7414065637648373,1.7414065637648373,0.0,69,321,9.6,13.3,7.5374921175909915
2024-03-10 14:15:00,1.7400164885124785,1.7400164885124785,0.0,70,298,9.6,13.3,7.542650805092484
2024-03-10 14:30:00,1.7385735150903003,1.7385735150903003,0.0,70,274,9.5,13.4,7.548005802201701
2024-03-10 14:45:00,1.7370788845549687,1.7370788845549687,0.0,71,249,9.4,13.4,7.553552503251792
2024-03-10 15:00:00,1.7306672108627357,1.7306672108627357,0.0,72,224,9.4,13.2,7.559286302575904
2024-03-10 15:15:00,1.7290774596431677,1.7290774596431677,0.0,73,199,9.2,13.0,7.5652025945071895
2024-03-10 15:30:00,1.7274399088924741,1.7274399088924741,0.0,73,173,9.1,12.7,7.571296773378795
2024-03-10 15:45:00,1.7257557961872605,1.7257557961872605,0.0,74,148,9.0,12.2,7.577564233523873
2024-03-10 16:00:00,1.8072995810985086,1.8072995810985086,0.0,75,124,8.9,11.7,7.584000369275571
2024-03-10 16:15:00,1.8054403931826877,1.8054403931826877,0.0,76,101,8.8,11.2,7.590600574967039
2024-03-10 16:30:00,1.803536286356294,1.803536286356294,0.0,77,78,8.6,10.6,7.5973602449314255
2024-03-10 16:45:00,1.8015885579728579,1.8015885579728579,0.0,78,58,8.4,9.8,7.604274773501881
2024-03-10 17:00:00,1.9522591499233988,1.9522591499233988,0.0,79,39,8.3,9.3,7.611339555011557
2024-03-10 17:15:00,1.9500557732240382,1.9500557732240382,0.0,80,22,8.1,8.8,7.618549983793599
2024-03-10 17:30:00,1.9478092967595135,1.9478092967595135,0.0,81,6,8.0,8.3,7.62590145418116
2024-03-10 17:45:00,1.945521127938362,1.945521127938362,0.0,82,0,7.8,8.0,7.633389360507388
2024-03-10 18:00:00,1.971670262042683,1.971670262042683,0.0,83,0,7.8,7.5,7.641009097105431
2024-03-10 18:15:00,1.969268237372665,1.969268237372665,0.0,84,0,7.6,7.5,7.64875605830844
2024-03-10 18:30:00,1.9668281934449474,1.9668281934449474,0.0,85,0,7.5,7.0,7.656625638449566
2024-03-10 18:45:00,1.9643515582937114,1.9643515582937114,0.0,85,0,7.4,7.0,7.664613231861957
2024-03-10 19:00:00,1.8608855111701272,1.8608855111701272,0.0,86,0,7.3,7.0,7.672714232878762
2024-03-10 19:15:00,1.8584709682002596,1.8584709682002596,0.0,87,0,7.2,7.0,7.68092403583313
2024-03-10 19:30:00,1.8560257806005105,1.8560257806005105,0.0,87,0,7.1,7.0,7.689238035058212
2024-03-10 19:45:00,1.853551302919896,1.853551302919896,0.0,88,0,6.9,7.0,7.697651624887157
2024-03-10 20:00:00,1.7810464476637369,1.7810464476637369,0.0,88,0,6.9,7.0,7.706160199653114
2024-03-10 20:15:00,1.778613094253818,1.778613094253818,0.0,89,0,6.8,7.0,7.714759153689235
2024-03-10 20:30:00,1.7761554684162044,1.7761554684162044,0.0,89,0,6.7,7.0,7.723443881328665
2024-03-10 20:45:00,1.7736748734739605,1.7736748734739605,0.0,90,0,6.7,6.8,7.732209776904557
2024-03-10 21:00:00,1.7983748434440874,1.7983748434440874,0.0,90,0,6.6,6.8,7.741052234750059
2024-03-10 21:15:00,1.7958134770149254,1.7958134770149254,0.0,91,0,6.5,6.3,7.7499666491983215
