time,humidity,radiation_global_horizontal,temperature,wind_speed_2m
2024-03-20T18:30,57,0,3.5,16.4
2024-03-20T18:45,59,0,3.2,16.4
2024-03-20T19:00,61,0,3,16.7
2024-03-20T19:15,63,0,2.8,17
2024-03-20T19:30,65,0,2.6,17.2
2024-03-20T19:45,66,0,2.3,17.5
2024-03-20T20:00,68,0,2.2,17.5
2024-03-20T20:15,69,0,2,17.5
2024-03-20T20:30,71,0,1.8,17.8
2024-03-20T20:45,71,0,1.6,17.8
2024-03-20T21:00,72,0,1.5,17.8
2024-03-20T21:15,72,0,1.3,17.8
2024-03-20T21:30,72,0,1.1,17.5
2024-03-20T21:45,72,0,1,17.3
2024-03-20T22:00,71,0,0.9,17
2024-03-20T22:15,70,0,0.7,16.7
2024-03-20T22:30,70,0,0.6,16.5
2024-03-20T22:45,69,0,0.4,16.2
2024-03-20T23:00,68,0,0.3,15.7
2024-03-20T23:15,67,0,0.2,15.4
2024-03-20T23:30,66,0,0.1,15.2
2024-03-20T23:45,66,0,-0.1,14.9
2024-03-21T00:00,65,0,-0.2,14.7
2024-03-21T00:15,65,0,-0.2,14.7
2024-03-21T00:30,65,0,-0.3,14.2
2024-03-21T00:45,65,0,-0.4,14.2
2024-03-21T01:00,65,0,-0.5,14
2024-03-21T01:15,65,0,-0.6,13.8
2024-03-21T01:30,66,0,-0.6,13.8
2024-03-21T01:45,67,0,-0.7,13.6
2024-03-21T02:00,67,0,-0.8,13.6
2024-03-21T02:15,67,0,-0.8,13.6
2024-03-21T02:30,68,0,-0.8,13.4
2024-03-21T02:45,68,0,-0.9,13.1
2024-03-21T03:00,68,0,-0.9,13.1
2024-03-21T03:15,68,0,-0.9,13.1
2024-03-21T03:30,69,0,-0.9,13.1
2024-03-21T03:45,69,0,-1,13
2024-03-21T04:00,70,0,-1,13
2024-03-21T04:15,71,0,-1,13
2024-03-21T04:30,71,0,-1.1,12.9
2024-03-21T04:45,72,0,-1.1,12.6
2024-03-21T05:00,72,0,-1.1,12.8
2024-03-21T05:15,72,0,-1.1,13
2024-03-21T05:30,72,0,-1,13
2024-03-21T05:45,71,0,-1,13.3
2024-03-21T06:00,70,6,-0.9,13.5
2024-03-21T06:15,68,20,-0.8,13.8
2024-03-21T06:30,67,40,-0.6,14.3
2024-03-21T06:45,64,64,-0.3,14.8
2024-03-21T07:00,62,95,-0.1,15.3
2024-03-21T07:15,59,131,0.2,16
2024-03-21T07:30,57,173,0.4,16.3
2024-03-21T07:45,54,217,0.8,17.1
2024-03-21T08:00,51,264,1,17.6
2024-03-21T08:15,48,312,1.3,18.1
2024-03-21T08:30,46,360,1.6,18.6
2024-03-21T08:45,44,405,1.9,18.9
2024-03-21T09:00,42,445,2.1,19.1
2024-03-21T09:15,41,482,2.3,19.1
2024-03-21T09:30,40,515,2.6,19.1
2024-03-21T09:45,39,545,2.8,18.8
2024-03-21T10:00,38,571,3,18.6
2024-03-21T10:15,38,593,3.3,18.3
2024-03-21T10:30,37,611,3.5,18.4
2024-03-21T10:45,37,627,3.8,17.9
2024-03-21T11:00,37,640,4,17.7
2024-03-21T11:15,37,650,4.2,17.4
2024-03-21T11:30,37,656,4.3,17
2024-03-21T11:45,36,661,4.6,16.8
2024-03-21T12:00,36,663,4.7,16.6
2024-03-21T12:15,36,662,4.9,16.4
2024-03-21T12:30,35,657,5.1,16.1
2024-03-21T12:45,34,649,5.2,15.9
2024-03-21T13:00,34,637,5.3,15.6
2024-03-21T13:15,34,621,5.5,15.6
2024-03-21T13:30,33,603,5.7,15.3
2024-03-21T13:45,33,581,5.8,15.1
2024-03-21T14:00,33,557,5.9,14.8
2024-03-21T14:15,33,531,6,14.3
2024-03-21T14:30,33,501,6.1,14.3
2024-03-21T14:45,33,469,6.1,13.8
2024-03-21T15:00,34,434,6,13.6
2024-03-21T15:15,35,398,5.9,13.4
2024-03-21T15:30,37,360,5.8,13
2024-03-21T15:45,39,322,5.6,13.2
2024-03-21T16:00,41,282,5.4,12.9
2024-03-21T16:15,43,243,5.2,12.6
2024-03-21T16:30,46,204,4.9,12.8
2024-03-21T16:45,49,167,4.7,12.9
2024-03-21T17:00,51,129,4.3,12.8
2024-03-21T17:15,53,93,4.1,12.7
2024-03-21T17:30,55,58,3.8,12.6
2024-03-21T17:45,57,24,3.7,12.6
2024-03-21T18:00,59,0,3.4,12.6
2024-03-21T18:15,61,0,3.2,12.6
2024-03-21T18:30,62,0,3,12.2
2024-03-21T18:45,63,0,2.9,11.9
2024-03-21T19:00,64,0,2.8,11.5
2024-03-21T19:15,65,0,2.7,11.2
2024-03-21T19:30,66,0,2.5,10.8
2024-03-21T19:45,66,0,2.4,10.1
2024-03-21T20:00,67,0,2.2,9.7
2024-03-21T20:15,68,0,2.2,9.4
2024-03-21T20:30,68,0,2,8.7
2024-03-21T20:45,69,0,2,8.4
2024-03-21T21:00,69,0,1.9,7.6
2024-03-21T21:15,69,0,1.9,7
2024-03-21T21:30,70,0,1.9,6.7
2024-03-21T21:45,70,0,1.9,6.2
2024-03-21T22:00,70,0,1.8,5.6
2024-03-21T22:15,70,0,1.8,5.2
2024-03-21T22:30,70,0,1.8,4.8
2024-03-21T22:45,70,0,1.8,4.6
2024-03-21T23:00,70,0,1.8,4.5
2024-03-21T23:15,70,0,1.8,4.6
2024-03-21T23:30,70,0,1.9,4.7
2024-03-21T23:45,70,0,1.9,5.1
2024-03-22T00:00,70,0,1.8,5.4
2024-03-22T00:15,70,0,1.8,5.8
2024-03-22T00:30,70,0,1.8,6.2
2024-03-22T00:45,70,0,1.7,6.3
2024-03-22T01:00,70,0,1.6,6.7
2024-03-22T01:15,70,0,1.6,7.2
2024-03-22T01:30,70,0,1.5,7.3
2024-03-22T01:45,69,0,1.5,7.6
2024-03-22T02:00,69,0,1.5,7.8
2024-03-22T02:15,69,0,1.5,8.2
2024-03-22T02:30,69,0,1.4,8.2
2024-03-22T02:45,69,0,1.4,8.7
2024-03-22T03:00,69,0,1.3,8.9
2024-03-22T03:15,69,0,1.2,9
2024-03-22T03:30,69,0,1.2,9.2
2024-03-22T03:45,69,0,1.1,9.3
2024-03-22T04:00,69,0,1.1,9.5
2024-03-22T04:15,69,0,1,10
2024-03-22T04:30,69,0,1,9.9
2024-03-22T04:45,69,0,1,10.4
2024-03-22T05:00,69,0,0.9,10.7
2024-03-22T05:15,69,0,0.9,11
2024-03-22T05:30,69,0,1,11.2
2024-03-22T05:45,68,0,1,11.5
2024-03-22T06:00,68,6,1.1,11.8
2024-03-22T06:15,67,16,1.2,12
2024-03-22T06:30,67,29,1.4,12.5
2024-03-22T06:45,66,45,1.5,12.7
2024-03-22T07:00,65,65,1.8,13.2
2024-03-22T07:15,64,88,2,13.6
2024-03-22T07:30,63,112,2.2,14.1
2024-03-22T07:45,62,138,2.5,14.5
2024-03-22T08:00,61,166,2.7,14.9
2024-03-22T08:15,60,193,3,15.3
2024-03-22T08:30,60,219,3.2,15.6
2024-03-22T08:45,59,243,3.4,16.1
2024-03-22T09:00,59,262,3.6,16.4
2024-03-22T09:15,59,278,3.8,16.7
2024-03-22T09:30,59,291,4,16.6
2024-03-22T09:45,59,302,4.2,16.6
2024-03-22T10:00,59,308,4.3,16.6
2024-03-22T10:15,59,312,4.6,16.6
2024-03-22T10:30,60,314,4.8,16.5
2024-03-22T10:45,60,316,4.9,16.5
2024-03-22T11:00,61,317,5.1,16.5
2024-03-22T11:15,61,317,5.2,16.5
2024-03-22T11:30,62,318,5.4,16.1
2024-03-22T11:45,62,320,5.5,16.1
2024-03-22T12:00,63,324,5.6,16.1
2024-03-22T12:15,64,328,5.7,16.1
2024-03-22T12:30,64,332,5.8,16.6
2024-03-22T12:45,65,334,5.8,16.6
2024-03-22T13:00,66,336,5.8,17.1
2024-03-22T13:15,67,336,5.9,17.6
2024-03-22T13:30,68,335,5.9,17.6
2024-03-22T13:45,68,330,5.9,18
2024-03-22T14:00,69,323,5.8,18
2024-03-22T14:15,70,314,5.8,18
2024-03-22T14:30,71,302,5.8,18
2024-03-22T14:45,71,287,5.8,18
2024-03-22T15:00,72,269,5.7,17.7
2024-03-22T15:15,72,249,5.7,17.2
2024-03-22T15:30,73,228,5.6,16.4
2024-03-22T15:45,73,205,5.4,15.6
2024-03-22T16:00,73,182,5.3,14.7
2024-03-22T16:15,73,158,5.2,13.4
2024-03-22T16:30,73,134,5.1,12.4
2024-03-22T16:45,72,110,4.9,11.2
2024-03-22T17:00,72,87,4.8,9.9
2024-03-22T17:15,72,64,4.7,9
2024-03-22T17:30,72,41,4.6,8.2
2024-03-22T17:45,72,18,4.4,7.3
2024-03-22T18:00,73,0,4.3,6.9
2024-03-22T18:15,74,0,4.2,6.5
2024-03-22T18:30,75,0,4.1,6.5
2024-03-22T18:45,76,0,4,6.5
2024-03-22T19:00,77,0,3.8,6.5
2024-03-22T19:15,78,0,3.8,6.5
2024-03-22T19:30,79,0,3.7,6.8
2024-03-22T19:45,80,0,3.5,7.2
2024-03-22T20:00,81,0,3.4,7.2
2024-03-22T20:15,82,0,3.3,7.2
2024-03-22T20:30,83,0,3.2,7.6
2024-03-22T20:45,84,0,3.1,7.6
2024-03-22T21:00,85,0,3,7.6
2024-03-22T21:15,85,0,3,7.6
2024-03-22T21:30,86,0,2.8,7.2
2024-03-22T21:45,86,0,2.8,7.2
2024-03-22T22:00,86,0,2.7,6.8
2024-03-22T22:15,86,0,2.6,6.5
2024-03-22T22:30,87,0,2.5,6.1
2024-03-22T22:45,87,0,2.5,5.8
2024-03-22T23:00,87,0,2.3,5.4
2024-03-22T23:15,87,0,2.3,5.1
2024-03-22T23:30,88,0,2.2,4.7
2024-03-22T23:45,88,0,2.2,4.3
